Appid,Title,Early Access,Steam Release Date,Price (USD),Adj. review %,Filtered Reviews,All Reviews,Peak CCU,#Followers,PlayTracker rank,Top seller rank,Adj. review %,Metacritic,Opencritic,Hidden gem,Price (USD),Boxleiter Score (80),Gross Revenue,Company Revenue
566350,Quizality,Not current E.A.; former unknown,2017-03-14,4.99,-1,0,12,2,53,13187,-1,-1,-1,,-1,499,0,$0.00,0
566380,Speedball Arena,Not current E.A.; former unknown,2017-10-25,9.99,-1,0,39,7,116,15885,-1,-1,-1,,-1,999,0,$0.00,0
566580,The Jigsaw Puzzle Garden,Not current E.A.; former unknown,2016-12-08,5.99,-1,0,5,1,56,,11546,-1,-1,,-1,599,0,$0.00,0
566640,DinoFense,Not current E.A.; former unknown,2016-12-23,14.99,-1,0,1,3,144,,-1,-1,-1,,-1,1499,0,$0.00,0
566730,UMA-War VR,Not current E.A.; former unknown,2017-01-05,3.99,-1,0,3,1,22,,-1,-1,-1,,-1,399,0,$0.00,0
566800,AmaranTime Arena,Current E.A.,2016-12-14,4.99,-1,0,1,1,25,,13721,-1,-1,,-1,499,0,$0.00,0
566810,Pixel bomb! bomb!!,Not current E.A.; former unknown,2016-12-14,2.99,-1,0,1,-1,36,,-1,-1,-1,,-1,299,0,$0.00,0
567700,Mekside VR,Current E.A.,2017-03-27,7.99,-1,0,1,2,52,,-1,-1,-1,,-1,799,0,$0.00,0
567840,Brush Up VR,Current E.A.,2017-02-01,0.99,-1,0,6,6,89,24662,-1,-1,-1,,-1,99,0,$0.00,0
568240,Kung Fu Ping Pong,Current E.A.,2017-02-12,1.99,-1,0,3,3,73,23744,-1,-1,-1,,-1,199,0,$0.00,0
568250,Wanderer: The Rebirth,Not current E.A.; former unknown,2017-01-11,6.99,-1,0,8,3,659,23717,-1,-1,-1,,-1,699,0,$0.00,0
568420,Donut Distraction,Current E.A.,2017-05-19,2.99,-1,0,-1,1,21,,-1,-1,-1,,-1,299,0,$0.00,0
569390,Street of Sanctuary VR,Not current E.A.; former unknown,2017-01-14,2.99,-1,0,7,3,86,23234,-1,-1,-1,,-1,299,0,$0.00,0
569420,VRQB,Not current E.A.; former unknown,2017-09-08,4.99,-1,0,15,2,63,15887,-1,-1,-1,,-1,499,0,$0.00,0
569510,The Harvest VR,Not current E.A.; former unknown,2018-09-30,0,-1,0,-1,-1,450,,-1,-1,-1,,-1,0,0,$0.00,0
569870,Experiment Gone Rogue,Not current E.A.; former unknown,2018-12-20,24.99,-1,0,27,5,508,29217,13717,-1,-1,,-1,2499,0,$0.00,0
569890,me Igigu,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,93,,-1,-1,-1,,-1,0,0,$0.00,0
569940,Bocce Beach,Not current E.A.; former unknown,2017-02-16,3.99,-1,0,7,2,45,,-1,-1,-1,,-1,399,0,$0.00,0
570060,TacoFace,Not current E.A.; former unknown,2016-12-21,0.99,-1,0,5,2,42,11601,-1,-1,-1,,-1,99,0,$0.00,0
570340,GoWings Safari,Not current E.A.; former unknown,2016-12-23,6.99,-1,0,1,1,47,,-1,-1,-1,,-1,699,0,$0.00,0
570600,Binary Trigger,Not current E.A.; former unknown,2017-11-01,7.99,-1,0,4,2,51,25207,-1,-1,-1,,-1,799,0,$0.00,0
571050,Santa Sling,Not current E.A.; former unknown,2016-12-20,3.99,-1,0,15,2,83,10930,-1,-1,-1,,-1,399,0,$0.00,0
571180,Holiday Simulator : Wacky Sleigh Ride,Not current E.A.; former unknown,2016-12-21,0.99,-1,0,2,1,18,,-1,-1,-1,,-1,99,0,$0.00,0
571230,Domino Craft VR,Not current E.A.; former unknown,2016-12-21,9.99,-1,0,-1,2,63,13692,-1,-1,-1,,-1,999,0,$0.00,0
571500,Magic Hour,Current E.A.,2016-12-20,0,-1,0,6,3,111,15677,-1,-1,-1,,-1,0,0,$0.00,0
571660,Psyche Soldier VR,Not current E.A.; former unknown,2017-12-15,4.99,-1,0,7,2,29,,-1,-1,-1,,-1,499,0,$0.00,0
572130,Flock VR,Not current E.A.; former unknown,2016-12-24,2.99,-1,0,9,2,79,14729,-1,-1,-1,,-1,299,0,$0.00,0
572290,The Existence Abstract,Not current E.A.; former unknown,2017-06-05,3.99,-1,0,2,1,32,22012,-1,-1,-1,,-1,399,0,$0.00,0
572980,Star Dust: The Book of Earth (VR),Not current E.A.; former unknown,2017-05-11,5.99,-1,0,8,2,176,,-1,-1,-1,,-1,599,0,$0.00,0
573260,THOSE DAMN ALIENS! VR,Not current E.A.; former unknown,2017-02-14,7.99,-1,0,11,12,378,14696,-1,-1,-1,,-1,799,0,$0.00,0
573280,Island Getaway,Not current E.A.; former unknown,2017-01-16,4.99,-1,0,1,1,25,,-1,-1,-1,,-1,499,0,$0.00,0
573330,Equilibrium VR,Not current E.A.; former unknown,2017-01-01,1.99,-1,0,8,2,58,21788,14872,-1,-1,,-1,199,0,$0.00,0
573460,Perch,Current E.A.,2017-01-05,7.99,-1,0,9,3,56,,-1,-1,-1,,-1,799,0,$0.00,0
573610,DOOORS VR,Not current E.A.; former unknown,2016-12-23,15.99,-1,0,8,6,78,27661,-1,-1,-1,,-1,1599,0,$0.00,0
574040,Christmas Massacre VR,Not current E.A.; former unknown,2016-12-27,0.99,-1,0,4,2,36,26048,-1,-1,-1,,-1,99,0,$0.00,0
574150,Samurai Sword VR,Not current E.A.; former unknown,2017-01-30,9.99,-1,0,9,4,272,,13846,-1,-1,,-1,999,0,$0.00,0
574190,VR Snowballs,Not current E.A.; former unknown,2016-12-29,4.99,-1,0,14,2,54,8421,-1,-1,-1,,-1,499,0,$0.00,0
574220,Ze VR,Not current E.A.; former unknown,2017-03-28,0.99,-1,0,5,1,24,17431,-1,-1,-1,,-1,99,0,$0.00,0
574410,Demon Grade VR,Not current E.A.; former unknown,2017-10-27,9.99,-1,0,1,1,43,,-1,-1,-1,,-1,999,0,$0.00,0
574520,EnterVR,Not current E.A.; former unknown,2017-02-13,9.99,-1,0,5,2,127,23425,-1,-1,-1,,-1,999,0,$0.00,0
574530,The Veteran VR,Current E.A.,2019-05-29,6.99,-1,0,-1,1,12,,-1,-1,-1,,-1,699,0,$0.00,0
574780,Naughty Or Nice,Not current E.A.; former unknown,2016-12-28,0,-1,0,5,4,46,15211,-1,-1,-1,,-1,0,0,$0.00,0
574920,SpaceJourney VR,Not current E.A.; former unknown,2017-02-05,3.99,-1,0,4,2,176,,-1,-1,-1,,-1,399,0,$0.00,0
575170,Don't Mess Up,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,502,,-1,-1,-1,,-1,0,0,$0.00,0
575560,Space Badminton VR,Not current E.A.; former unknown,2016-12-29,1.99,-1,0,6,1,42,,-1,-1,-1,,-1,199,0,$0.00,0
576230,Home Tech VR,Current E.A.,2017-01-19,4.99,-1,0,-1,1,77,29025,-1,-1,-1,,-1,499,0,$0.00,0
576370,Cubians VR,Not current E.A.; former unknown,2017-02-16,9.99,-1,0,13,3,102,15208,-1,-1,-1,,-1,999,0,$0.00,0
576640,GUNNVR,Current E.A.,2017-03-28,2.99,-1,0,-1,1,28,,-1,-1,-1,,-1,299,0,$0.00,0
576820,Colourise,Not current E.A.; former unknown,2017-04-21,7.99,-1,0,4,2,50,,-1,-1,-1,,-1,799,0,$0.00,0
577120,Archipelago: Navigable VR Comic,Not current E.A.; former unknown,2017-01-06,4.99,-1,0,2,3,66,29274,-1,-1,-1,,-1,499,0,$0.00,0
577240,CogVR,Not current E.A.; former unknown,2018-03-31,0,-1,0,-1,-1,115,,-1,-1,-1,,-1,0,0,$0.00,0
577370,Boost,Current E.A.,2017-01-11,8.99,-1,0,4,2,53,,-1,-1,-1,,-1,899,0,$0.00,0
577570,Mage Guard: The Last Grimoire,Current E.A.,2017-07-31,19.99,-1,0,6,1,156,27666,-1,-1,-1,,-1,1999,0,$0.00,0
577640,Space Station Loma: OPERATIONS,Current E.A.,2017-03-17,13.99,-1,0,6,1,186,,-1,-1,-1,,-1,1399,0,$0.00,0
577780,Atramentum VR,Current E.A.,2017-03-17,1.99,-1,0,8,2,111,27180,14657,-1,-1,,-1,199,0,$0.00,0
577890,Arena: Blood on the Sand VR,Not current E.A.; former unknown,2017-01-10,4.99,-1,0,10,5460,92,,-1,-1,-1,,-1,499,0,$0.00,0
578050,Siege And Destroy,Current E.A.,2017-01-23,0.99,-1,0,-1,1,21,27771,-1,-1,-1,,-1,99,0,$0.00,0
578190,Diesel Power,Not current E.A.; former unknown,2017-03-03,5.99,-1,0,12,4,84,23316,-1,-1,-1,,-1,599,0,$0.00,0
578390,Remnith,Not current E.A.; former unknown,2017-08-29,4.99,-1,0,26,3,153,19417,-1,-1,-1,,-1,499,0,$0.00,0
578610,Super Pixel Smash,Not current E.A.; former unknown,2017-01-25,7.99,-1,0,12,5,69,27303,-1,-1,-1,,-1,799,0,$0.00,0
578760,Psyia,Not current E.A.; former unknown,2020-04-30,0,-1,0,-1,-1,63,,-1,-1,-1,,-1,0,0,$0.00,0
578880,Embrace The Fear,Not current E.A.; former unknown,2017-01-12,5.99,-1,0,8,5,122,,-1,-1,-1,,-1,599,0,$0.00,0
579030,GridVR,Not current E.A.; former unknown,2017-01-17,2.99,-1,0,1,1,24,,-1,-1,-1,,-1,299,0,$0.00,0
579160,A God-Like Backhand!,Not current E.A.; former unknown,2017-02-16,0.99,-1,0,5,2,27,,-1,-1,-1,,-1,99,0,$0.00,0
579210,Syndrome VR,Not current E.A.; former unknown,2017-10-06,19.99,-1,0,14,4,161,19282,-1,-1,-1,,-1,1999,0,$0.00,0
579580,The Source of Evil,Not current E.A.; former unknown,2017-02-22,0.99,-1,0,1,2,93,,-1,-1,-1,,-1,99,0,$0.00,0
580060,Cut Cut Buffet,Current E.A.,2017-02-24,9.99,-1,0,1,2,23,,-1,-1,-1,,-1,999,0,$0.00,0
580540,MonkeyKing VR,Not current E.A.; former unknown,2017-02-06,0.99,-1,0,3,2,115,,-1,-1,-1,,-1,99,0,$0.00,0
581460,QuiVr Vanguard,Not current E.A.; former unknown,2018-11-19,14.99,-1,0,11,58,108,18214,4602,-1,-1,,-1,1499,0,$0.00,0
581920,Dunk It (VR Basketball),Not current E.A.; former unknown,2017-01-16,0.99,-1,0,9,2,26,21723,-1,-1,-1,,-1,99,0,$0.00,0
582110,Baskhead Training,Not current E.A.; former unknown,2017-04-21,7.99,-1,0,-1,3,20,,-1,-1,-1,,-1,799,0,$0.00,0
582200,The Physiology of the Eye,Not current E.A.; former unknown,2017-01-19,14.99,-1,0,5,28,313,,-1,-1,-1,,-1,1499,0,$0.00,0
582360,Spud Cricket VR,Not current E.A.; former unknown,2017-11-02,2.99,-1,0,3,2,35,28889,-1,-1,-1,,-1,299,0,$0.00,0
582390,Ski Sport: Jumping VR,Current E.A.,2017-01-30,4.99,-1,0,4,3,80,,-1,-1,-1,,-1,499,0,$0.00,0
582490,Lighting End VR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,93,,-1,-1,-1,,-1,0,0,$0.00,0
583500,Galaxis Wars,Not current E.A.; former unknown,2017-05-30,11.99,-1,0,12,2,96,15820,-1,-1,-1,,-1,1199,0,$0.00,0
583570,1-2-Swift,Not current E.A.; former unknown,2017-01-29,2.99,-1,0,4,2,54,19969,14013,-1,-1,,-1,299,0,$0.00,0
583750,Skyclimbers,Current E.A.,2017-02-03,0,-1,0,20,3,161,16086,-1,-1,-1,,-1,,0,$0.00,0
584040,Journey: Benjamin's Adventures,Not current E.A.; former unknown,2017-02-21,2.99,-1,0,7,2,45,27095,-1,-1,-1,,-1,299,0,$0.00,0
584070,Vee Rethak - Deep Under The Mountain,Current E.A.,1970-01-01,0,-1,0,-1,-1,123,,-1,-1,-1,,-1,0,0,$0.00,0
584080,Proton Ball,Not current E.A.; former unknown,2019-02-18,0,-1,0,1,2,28,,-1,-1,-1,,-1,0,0,$0.00,0
585310,Beyond the City VR,Current E.A.,2017-02-09,4.99,-1,0,9,2,137,14028,-1,-1,-1,,-1,499,0,$0.00,0
585940,Project Shield,Not current E.A.; former unknown,2020-08-26,0,-1,0,18,3379,49,13136,17941,-1,-1,,-1,,0,$0.00,0
796350,NatureFly,Not current E.A.; former unknown,2018-02-18,0.99,-1,0,8,1,47,23220,-1,-1,-1,,-1,99,0,$0.00,0
796500,SpellShokked!,Current E.A.,2018-06-15,19.99,-1,0,2,2,26,,-1,-1,-1,,-1,1999,0,$0.00,0
796760,varBlocks,Not current E.A.; former unknown,2018-03-20,1.99,-1,0,4,1,22,23659,-1,-1,-1,,-1,199,0,$0.00,0
796800,Lair of the Titans,Current E.A.,2018-03-17,5.99,-1,0,1,1,72,18959,-1,-1,-1,,-1,599,0,$0.00,0
796970,VR Soccer Training,Not current E.A.; former unknown,2018-03-20,0,-1,0,4,6,45,17216,-1,-1,-1,,-1,0,0,$0.00,0
797110,Shadow Blood VR,Not current E.A.; former unknown,2018-08-07,7.99,-1,0,-1,-1,35,,-1,-1,-1,,-1,799,0,$0.00,0
797420,Night Drive VR,Not current E.A.; former unknown,2018-03-02,2.99,-1,0,6,1,59,16180,-1,-1,-1,,-1,299,0,$0.00,0
798180,Space Turret Gunner 宇宙大炮手,Current E.A.,2018-12-05,9.99,-1,0,3,1,51,,-1,-1,-1,,-1,999,0,$0.00,0
798200,Tomb Exploration VR,Not current E.A.; former unknown,2018-03-08,7.99,-1,0,8,5,176,28434,-1,-1,-1,,-1,799,0,$0.00,0
800510,RoboHeist VR,Not current E.A.; former unknown,2018-04-13,5.19,-1,0,7,1,94,26675,-1,-1,-1,,-1,519,0,$0.00,0
800640,Xtreme Paddleball,Current E.A.,2018-03-08,4.99,-1,0,9,2,31,26836,-1,-1,-1,,-1,499,0,$0.00,0
800980,One Man Army VR,Not current E.A.; former unknown,2018-03-07,0.99,-1,0,2,1,31,,-1,-1,-1,,-1,99,0,$0.00,0
801180,Beer Pong VR,Not current E.A.; former unknown,2018-03-03,11.99,-1,0,5,2,65,,-1,-1,-1,,-1,1199,0,$0.00,0
801390,Onslaught VR,Current E.A.,2020-12-31,0,-1,0,-1,-1,45,,-1,-1,-1,,-1,0,0,$0.00,0
801550,Shifted VR,Not current E.A.; former unknown,2020-11-20,0,-1,0,-1,-1,269,,-1,-1,-1,,-1,0,0,$0.00,0
802090,Dungeon Puzzle VR - Solve it or die,Not current E.A.; former unknown,2018-10-23,9.99,-1,0,4,2,81,15826,-1,-1,-1,,-1,999,0,$0.00,0
802310,PingPong Kings VR,Current E.A.,2018-03-15,14.99,-1,0,7,37,90,,-1,-1,-1,,-1,1499,0,$0.00,0
802320,Tennis Kings VR,Current E.A.,2018-04-23,14.99,-1,0,3,12,91,,14220,-1,-1,,-1,1499,0,$0.00,0
802340,Archery Kings VR,Current E.A.,2018-04-11,14.99,-1,0,9,14,97,15903,-1,-1,-1,,-1,1499,0,$0.00,0
803500,Pieces of Eight,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,365,,-1,-1,-1,,-1,0,0,$0.00,0
803840,It Could Have Been Me,Not current E.A.; former unknown,2019-05-19,2.99,-1,0,1,-1,17,,-1,-1,-1,,-1,299,0,$0.00,0
804560,HiPanda,Not current E.A.; former unknown,2018-06-21,0,-1,0,-1,-1,83,,-1,-1,-1,,-1,0,0,$0.00,0
804680,Virtual Ninja VR,Not current E.A.; former unknown,2018-07-16,9.99,-1,0,1,6,73,,-1,-1,-1,,-1,999,0,$0.00,0
804780,VRでレムと異世界生活-膝枕&添寝編,Not current E.A.; former unknown,2019-05-23,19.99,-1,0,7,3,566,,-1,-1,-1,,-1,1999,0,$0.00,0
805330,AngeliaLost,Not current E.A.; former unknown,2018-06-13,7.99,-1,0,1,-1,95,,-1,-1,-1,,-1,799,0,$0.00,0
806560,VRでエミリアと異世界生活-膝枕&添寝編,Not current E.A.; former unknown,2019-05-23,19.99,-1,0,2,1,318,,-1,-1,-1,,-1,1999,0,$0.00,0
806650,Shields Up! VR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,12,,-1,-1,-1,,-1,0,0,$0.00,0
806840,Guiding Hand VR,Current E.A.,2018-03-07,4.99,-1,0,4,2,104,,-1,-1,-1,,-1,499,0,$0.00,0
807430,VAD - Virtually Assured Destruction,Not current E.A.; former unknown,2018-06-29,9.99,-1,0,4,1,63,,-1,-1,-1,,-1,999,0,$0.00,0
807570,Volotic,Current E.A.,2018-03-09,9.99,-1,0,4,1,-1,16387,-1,-1,-1,,-1,999,0,$0.00,0
808790,Empty Title,Current E.A.,1970-01-01,0,-1,0,-1,-1,1879,,-1,-1,-1,,-1,0,0,$0.00,0
809610,Yacht Simulator VR,Not current E.A.; former unknown,2018-03-19,2.99,-1,0,2,1,36,,-1,-1,-1,,-1,299,0,$0.00,0
810220,FAUCET VR,Not current E.A.; former unknown,2018-03-07,1.99,-1,0,1,1,21,,-1,-1,-1,,-1,199,0,$0.00,0
810650,The Next Day After Friday,Not current E.A.; former unknown,2018-03-29,2.99,-1,0,4,1,54,,14069,-1,-1,,-1,299,0,$0.00,0
811640,Divided: Soul Theft,Not current E.A.; former unknown,2018-03-14,6.99,-1,0,4,2,110,,-1,-1,-1,,-1,699,0,$0.00,0
811940,Game of Drones,Not current E.A.; former unknown,2020-05-06,3.97,-1,0,1,-1,30,,-1,-1,-1,,-1,397,0,$0.00,0
812060,VIARKANOID,Not current E.A.; former unknown,2018-03-16,4.99,-1,0,-1,1,26,,-1,-1,-1,,-1,499,0,$0.00,0
812430,Touch the devil VR(おさわり魔王VR),Not current E.A.; former unknown,2018-03-26,4.99,-1,0,4,1,107,,-1,-1,-1,,-1,499,0,$0.00,0
812610,Escape Architect VR,Current E.A.,2019-08-19,12.99,-1,0,6,2,48,,-1,-1,-1,,-1,1299,0,$0.00,0
814020,Quickshot,Not current E.A.; former unknown,2018-03-12,2.99,-1,0,3,2,26,16592,-1,-1,-1,,-1,299,0,$0.00,0
815170,Zombie World,Not current E.A.; former unknown,2018-06-01,14.99,-1,0,4,3,85,25634,-1,-1,-1,,-1,1499,0,$0.00,0
816000,Face au train,Not current E.A.; former unknown,2018-03-27,0,-1,0,1,-1,43,17926,-1,-1,-1,,-1,0,0,$0.00,0
816070,Blunt Force,Not current E.A.; former unknown,2020-12-31,0,-1,0,-1,-1,1710,,-1,-1,-1,,-1,0,0,$0.00,0
816580,LOVE Obsession,Not current E.A.; former unknown,2018-05-06,11.99,-1,0,8,2,246,,14737,-1,-1,,-1,1199,0,$0.00,0
816920,Coastiality,Not current E.A.; former unknown,2018-05-14,9.99,-1,0,7,6,56,,12221,-1,-1,,-1,999,0,$0.00,0
817950,Naturallandscape - Three Gorges (自然景观系列-长江三峡),Not current E.A.; former unknown,2018-03-16,1.99,-1,0,6,1,551,27539,-1,-1,-1,,-1,199,0,$0.00,0
818070,Draoi,Current E.A.,2018-09-27,19.99,-1,0,1,3,85,,-1,-1,-1,,-1,1999,0,$0.00,0
818400,STARWAY VR,Current E.A.,2018-12-19,9.99,-1,0,8,3,147,,-1,-1,-1,,-1,999,0,$0.00,0
818430,BurningBridges VR,Not current E.A.; former unknown,2018-04-26,0.99,-1,0,2,1,30,18605,-1,-1,-1,,-1,99,0,$0.00,0
818590,Nano Nebula,Not current E.A.; former unknown,2018-11-02,14.99,-1,0,5,2,194,,-1,-1,-1,,-1,1499,0,$0.00,0
818670,Save Snegurochka!,Not current E.A.; former unknown,2018-04-26,5.39,-1,0,5,1,19,,-1,-1,-1,,-1,539,0,$0.00,0
819190,Undead Citadel,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,1598,,-1,-1,-1,,-1,0,0,$0.00,0
819670,Wall Walker,Not current E.A.; former unknown,2018-09-26,4.99,-1,0,3,1,21,,-1,-1,-1,,-1,499,0,$0.00,0
819880,SShield Reborn,Current E.A.,2018-03-23,2.99,-1,0,1,-1,18,,-1,-1,-1,,-1,299,0,$0.00,0
820480,Warriors Of Titus,Not current E.A.; former unknown,2018-12-20,19.99,-1,0,11,9,51,,-1,-1,-1,,-1,1999,0,$0.00,0
820530,Stardust VR,Not current E.A.; former unknown,2019-04-11,8.99,-1,0,6,2,97,,-1,-1,-1,,-1,899,0,$0.00,0
820570,Exterminate the world - 灭世VR,Not current E.A.; former unknown,2018-04-10,5.99,-1,0,-1,1,29,,-1,-1,-1,,-1,599,0,$0.00,0
822740,FlappyU VR,Not current E.A.; former unknown,2018-04-18,1.99,-1,0,1,1,12,,-1,-1,-1,,-1,199,0,$0.00,0
822870,Diary of Defender,Current E.A.,2018-07-11,14.99,-1,0,15,3,190,,-1,-1,-1,,-1,1499,0,$0.00,0
823670,HYKEE - Episode 1: Underwater,Not current E.A.; former unknown,2018-04-13,0.99,-1,0,2,1,54,,-1,-1,-1,,-1,99,0,$0.00,0
823690,VR TOON Help Me (살려주세요),Not current E.A.; former unknown,2018-08-27,5.99,-1,0,5,4,57,,-1,-1,-1,,-1,599,0,$0.00,0
824260,Show Me What You Got,Not current E.A.; former unknown,2018-04-19,4.99,-1,0,-1,1,22,28237,-1,-1,-1,,-1,499,0,$0.00,0
824400,Havoc in heaven,Not current E.A.; former unknown,2018-04-17,3.99,-1,0,3,1,44,,-1,-1,-1,,-1,399,0,$0.00,0
824540,Arrow Ventura VR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,11,,-1,-1,-1,,-1,0,0,$0.00,0
825100,Redshift VR,Not current E.A.; former unknown,2018-11-01,0.99,-1,0,-1,-1,11,,-1,-1,-1,,-1,99,0,$0.00,0
826450,Paws 'n Claws VR,Not current E.A.; former unknown,2018-05-21,0.99,-1,0,7,2,72,,-1,-1,-1,,-1,99,0,$0.00,0
827280,School Fab Lab VR,Not current E.A.; former unknown,2018-05-10,49.99,-1,0,3,1,110,,-1,-1,-1,,-1,4999,0,$0.00,0
828410,OniBushi VR,Current E.A.,2018-04-13,9.99,-1,0,13,2,92,27411,-1,-1,-1,,-1,999,0,$0.00,0
828480,MinigolfPark VR,Current E.A.,2019-03-29,4.99,-1,0,6,3,45,,-1,-1,-1,,-1,499,0,$0.00,0
828770,Turbo Soccer VR,Not current E.A.; former unknown,2018-06-14,9.99,-1,0,4,3,61,,14353,-1,-1,,-1,999,0,$0.00,0
828970,Hit The Hive,Not current E.A.; former unknown,2018-08-23,2.99,-1,0,7,1,37,16082,-1,-1,-1,,-1,299,0,$0.00,0
829610,Alice In VR,Not current E.A.; former unknown,2018-11-14,2.99,-1,0,5,2,63,,-1,-1,-1,,-1,299,0,$0.00,0
830560,OVERTURN: Final Operation,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,421,,-1,-1,-1,,-1,0,0,$0.00,0
830890,Infinite Vector,Not current E.A.; former unknown,2018-04-16,0,-1,0,3,1,27,17893,-1,-1,-1,,-1,0,0,$0.00,0
831150,Conveyor VR,Current E.A.,2018-12-11,9.99,-1,0,5,2,43,,-1,-1,-1,,-1,999,0,$0.00,0
831250,Maxi Pool Masters VR,Not current E.A.; former unknown,2020-08-18,2.99,-1,0,12,3,50,25372,-1,-1,-1,,-1,299,0,$0.00,0
831450,Kolb Antarctica Experience,Not current E.A.; former unknown,2018-04-17,2.99,-1,0,11,116,83,10653,-1,-1,-1,,-1,299,0,$0.00,0
831590,VRQ Test,Not current E.A.; former unknown,2018-04-11,0,-1,0,9,12,93,16634,-1,-1,-1,,-1,0,0,$0.00,0
832530,VR GAME-Brick of War 魔块战争,Not current E.A.; former unknown,2018-05-02,3,-1,0,2,4,27,,-1,-1,-1,,-1,300,0,$0.00,0
832990,Apocalypse Rider,Not current E.A.; former unknown,2018-08-23,3.99,-1,0,8,2,82,,-1,-1,-1,,-1,399,0,$0.00,0
833070,Arrowborn,Current E.A.,2018-07-23,9.99,-1,0,16,8,211,30413,-1,-1,-1,,-1,999,0,$0.00,0
833110,The Steadfast VR Challenge,Not current E.A.; former unknown,2018-09-25,4.99,-1,0,7,2,29,,-1,-1,-1,,-1,499,0,$0.00,0
833870,The Unbreakable Gumball,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,166,,-1,-1,-1,,-1,0,0,$0.00,0
835720,2260 VR,Not current E.A.; former unknown,2018-08-07,39,-1,0,3,2,73,,-1,-1,-1,,-1,3900,0,$0.00,0
836300,Humble Pie,Not current E.A.; former unknown,2018-05-08,0.99,-1,0,6,1,43,,-1,-1,-1,,-1,99,0,$0.00,0
836400,Basketball Hero VR,Current E.A.,2018-06-20,0,-1,0,1,1,49,,-1,-1,-1,,-1,0,0,$0.00,0
836460,Etherian,Not current E.A.; former unknown,2018-11-08,9.99,-1,0,9,3,139,17621,-1,-1,-1,,-1,999,0,$0.00,0
836690,HomestarVR,Not current E.A.; former unknown,2018-05-01,9.99,-1,0,8,3,161,,-1,-1,-1,,-1,999,0,$0.00,0
837260,Roller Coaster Apocalypse VR,Not current E.A.; former unknown,2018-04-17,2.99,-1,0,2,2,19,,-1,-1,-1,,-1,299,0,$0.00,0
839090,Galaxy Ball Defender,Not current E.A.; former unknown,2018-04-25,1.99,-1,0,7,3,29,23860,-1,-1,-1,,-1,199,0,$0.00,0
841290,Windfall,Current E.A.,1970-01-01,0,-1,0,-1,-1,172,,-1,-1,-1,,-1,0,0,$0.00,0
841340,Fightttris VR,Not current E.A.; former unknown,2019-02-27,1.99,-1,0,14,3,33,,14337,-1,-1,,-1,199,0,$0.00,0
841800,Super Heroes: Men in VR beta,Not current E.A.; former unknown,2018-04-16,9.99,-1,0,3,2,57,,12778,-1,-1,,-1,999,0,$0.00,0
841870,Guardian of Immortal Mountain(仙山守卫者),Not current E.A.; former unknown,2018-05-10,0,-1,0,6,3,35,17342,-1,-1,-1,,-1,0,0,$0.00,0
842080,Rabbit Valley Legend (兔子山谷传说),Not current E.A.; former unknown,2018-05-06,11.99,-1,0,-1,1,215,17092,-1,-1,-1,,-1,1199,0,$0.00,0
843390,Vertigo 2,Not current E.A.; former unknown,2020-12-31,0,-1,0,-1,-1,1152,,-1,-1,-1,,-1,0,0,$0.00,0
843420,Supermarket VR and mini-games,Not current E.A.; former unknown,2018-04-24,0,-1,0,4,2,58,14536,-1,-1,-1,,-1,0,0,$0.00,0
843850,Cortex Protocol,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,40,,-1,-1,-1,,-1,0,0,$0.00,0
844760,The Armclaw Experiment,Not current E.A.; former unknown,2019-04-03,4.99,-1,0,8,1,69,16267,-1,-1,-1,,-1,499,0,$0.00,0
844820,Ocean Wonder VR,Not current E.A.; former unknown,2018-05-09,9.99,-1,0,3,1,25,,-1,-1,-1,,-1,999,0,$0.00,0
844990,Drone Striker,Not current E.A.; former unknown,2019-04-09,9.99,-1,0,2,2,46,,-1,-1,-1,,-1,999,0,$0.00,0
845170,Block Smashers VR,Not current E.A.; former unknown,2018-05-09,0.99,-1,0,1,1,18,16796,-1,-1,-1,,-1,99,0,$0.00,0
845820,Lighter Than AR,Not current E.A.; former unknown,2018-04-30,4.99,-1,0,6,1,36,,-1,-1,-1,,-1,499,0,$0.00,0
847650,Virtual Reality Experiment Framework,Not current E.A.; former unknown,2018-06-13,0,-1,0,8,10,110,,-1,-1,-1,,-1,0,0,$0.00,0
848150,Fury Fighter VR,Current E.A.,2018-05-25,9.99,-1,0,7,1,70,27570,-1,-1,-1,,-1,999,0,$0.00,0
848710,Defendion,Not current E.A.; former unknown,2019-07-22,10.99,-1,0,7,9,377,22867,-1,-1,-1,,-1,1099,0,$0.00,0
848840,Towers,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,11,,-1,-1,-1,,-1,0,0,$0.00,0
849030,Asteroid Turret Defender VR,Not current E.A.; former unknown,2018-12-07,5.99,-1,0,-1,1,17,,-1,-1,-1,,-1,599,0,$0.00,0
