Appid,Title,Early Access,Steam Release Date,Price (USD),Adj. review %,Filtered Reviews,All Reviews,Peak CCU,#Followers,PlayTracker rank,Top seller rank,Adj. review %,Metacritic,Opencritic,Hidden gem,Price (USD),Boxleiter Score (80),Gross Revenue,Company Revenue
565670,Kunlun Fight,Current E.A.,2016-12-16,19.99,59.4328,15,15,4,243,,-1,59.4328,-1,,0.464954,1999,1200,"$23,988.00",16791.6
576720,"Light and Dance VR - Music, Action, Relaxation",Not current E.A.; former unknown,2017-03-03,8.99,66.979,15,20,5,-1,14924,-1,66.979,-1,,0.623801,899,1200,"$10,788.00",7551.6
357730,VR Karts,Current E.A.,2015-04-17,0,50,14,14,4,415,,-1,50,-1,,-1,0,1120,$0.00,0
381310,Proton Pulse,Not current E.A.; former unknown,2016-04-05,9.99,61.9454,14,18,2,112,14976,-1,61.9454,-1,,0.523227,999,1120,"$11,188.80",7832.16
406410,Minigolf VR,Current E.A.,2016-03-30,0.99,38.0546,14,20,8,267,22023,-1,38.0546,-1,,-1,99,1120,"$1,108.80",776.16
418940,Waba,Current E.A.,2018-07-10,4.99,57.9636,14,16,2,83,,-1,57.9636,-1,,0.427213,499,1120,"$5,588.80",3912.16
505660,The Crystal Nebula,Not current E.A.; former unknown,2016-07-27,1.99,77.8726,14,18,4,82,11815,-1,77.8726,-1,,0.799242,199,1120,"$2,228.80",1560.16
515700,Snowday,Current E.A.,2016-11-30,0,61.9454,14,14,7,182,17407,-1,61.9454,-1,,0.523227,0,1120,$0.00,0
519980,Trains VR,Not current E.A.; former unknown,2018-08-30,14.99,53.9818,14,22,3,349,,-1,53.9818,-1,,0.302085,1499,1120,"$16,788.80",11752.16
529820,Beyond Power VR,Former E.A.,2016-09-30,1.99,50,14,14,2,57,20457,-1,50,-1,,-1,199,1120,"$2,228.80",1560.16
539190,CuVRball,Current E.A.,2017-01-31,0,69.909,14,14,10,71,15377,-1,69.909,-1,,0.675483,0,1120,$0.00,0
542820,DemonicGuestVR,Current E.A.,2016-10-17,0.99,57.9636,14,17,3,-1,14844,14716,57.9636,-1,,0.427213,99,1120,"$1,108.80",776.16
552230,Doomsday Survival:Training,Not current E.A.; former unknown,2016-11-30,9.99,53.9818,14,14,4,275,23820,-1,53.9818,-1,,0.302085,999,1120,"$11,188.80",7832.16
557850,Magnificent Ships: Volume 1,Not current E.A.; former unknown,2016-11-28,9.99,69.909,14,14,2,442,28861,-1,69.909,-1,,0.675483,999,1120,"$11,188.80",7832.16
565730,Sanctuary VR (Also contains non-VR version),Current E.A.,2016-12-18,0,53.9818,14,14,4,159,14370,-1,53.9818,-1,,0.302085,0,1120,$0.00,0
568330,(VR)西汉帝陵 The Han Dynasty Imperial Mausoleums,Not current E.A.; former unknown,2017-01-20,1.99,57.9636,14,14,4,189,25968,-1,57.9636,-1,,0.427213,199,1120,"$2,228.80",1560.16
570230,Deathlike: Awakening,Former E.A.,2017-04-28,9.99,53.9818,14,14,4,1531,,-1,53.9818,-1,,0.302085,999,1120,"$11,188.80",7832.16
579040,DEFCON VR,Not current E.A.; former unknown,2017-02-15,0,42.0364,14,14,5,288,13793,-1,42.0364,84,,-1,0,1120,$0.00,0
579130,LightStrike,Former E.A.,2018-01-02,3.99,50,14,16,5,142,28740,-1,50,-1,,-1,399,1120,"$4,468.80",3128.16
580680,CYBER JOLT (VR),Not current E.A.; former unknown,2017-02-21,0.99,50,14,17,49,59,13130,-1,50,-1,,-1,99,1120,"$1,108.80",776.16
582050,HVRGUN,Current E.A.,2017-01-19,1.99,50,14,15,4,114,15200,-1,50,-1,,-1,199,1120,"$2,228.80",1560.16
800670,NetStars - VR Goalie Trainer,Not current E.A.; former unknown,2018-03-29,4.99,53.9818,14,15,3,62,,12240,53.9818,-1,,0.302085,499,1120,"$5,588.80",3912.16
815280,Crooked Waters,Current E.A.,2018-07-13,0,61.9454,14,14,10,366,,-1,61.9454,-1,,0.523227,0,1120,$0.00,0
819060,Red Rover,Not current E.A.; former unknown,2018-06-18,1.99,61.9454,14,15,6,194,,-1,61.9454,-1,,0.523227,199,1120,"$2,228.80",1560.16
820210,Ashi Wash,Not current E.A.; former unknown,2018-04-30,2.99,77.8726,14,18,5,79,24755,11840,77.8726,-1,,0.799242,299,1120,"$3,348.80",2344.16
821370,MLB Home Run Derby VR,Not current E.A.; former unknown,2018-04-26,9.99,53.9818,14,14,34,115,27875,10459,53.9818,-1,,0.302085,999,1120,"$11,188.80",7832.16
825500,Dead Ground:Arena,Former E.A.,2018-09-03,14.99,50,14,21,4,828,24831,-1,50,-1,,-1,1499,1120,"$16,788.80",11752.16
846830,PartyLine VR,Current E.A.,2019-09-13,14.99,50,14,15,4,67,,9337,50,-1,,-1,1499,1120,"$16,788.80",11752.16
851350,Let's Play with Nanai!,Not current E.A.; former unknown,2018-11-01,39.99,50,14,20,6,1444,26756,5516,50,-1,,-1,3999,1120,"$44,788.80",31352.16
863470,Cairo's Tale: The Big Egg,Not current E.A.; former unknown,2018-05-30,0.99,69.909,14,15,2,-1,22197,-1,69.909,-1,,0.675483,99,1120,"$1,108.80",776.16
870090,Lems,Not current E.A.; former unknown,2020-03-13,17.99,77.8726,14,21,2,121,,-1,77.8726,-1,,0.799242,1799,1120,"$20,148.80",14104.16
883560,Wardens of the Amber Cage,Former E.A.,2019-03-01,0,69.909,14,14,5,211,,-1,69.909,-1,,0.675483,0,1120,$0.00,0
889530,Sharp,Not current E.A.; former unknown,2018-09-01,0,57.9636,14,14,6,46,,-1,57.9636,-1,,0.427213,0,1120,$0.00,0
907970,Shennong: Taste of Illusion,Not current E.A.; former unknown,2018-12-17,2.99,57.9636,14,21,20,142,,-1,57.9636,-1,,0.427213,299,1120,"$3,348.80",2344.16
908180,Space Maze,Not current E.A.; former unknown,2018-08-19,7.99,65.9272,14,17,2,5996,,13667,65.9272,-1,,0.60417,799,1120,"$8,948.80",6264.16
909220,Punch Pad Workout,Not current E.A.; former unknown,2018-08-14,9.99,65.9272,14,14,3,89,,-1,65.9272,-1,,0.60417,999,1120,"$11,188.80",7832.16
923460,Biodigital,Not current E.A.; former unknown,2018-09-24,0,38.0546,14,14,6,53,,-1,38.0546,-1,,-1,0,1120,$0.00,0
933660,In Memory,Not current E.A.; former unknown,2018-10-11,0,61.9454,14,14,2,86,,-1,61.9454,-1,,0.523227,0,1120,$0.00,0
953290,Dinosaur Safari VR,Current E.A.,2018-10-15,0,50,14,14,11,108,,-1,50,-1,,-1,0,1120,$0.00,0
983120,TendyTrainer,Not current E.A.; former unknown,2018-12-03,0,53.9818,14,14,8,71,,-1,53.9818,-1,,0.302085,0,1120,$0.00,0
995140,Hand to Hand Combat,Not current E.A.; former unknown,2019-06-28,4.99,50,14,17,3,83,,-1,50,-1,,-1,499,1120,"$5,588.80",3912.16
1012580,Triumph in the Skies,Not current E.A.; former unknown,2019-11-26,17.49,57.9636,14,14,3,138,,-1,57.9636,-1,,0.427213,1749,1120,"$19,588.80",13712.16
1025740,The Woods: VR Escape the Room,Not current E.A.; former unknown,2019-04-04,4.99,34.0728,14,18,4,123,,-1,34.0728,-1,,-1,499,1120,"$5,588.80",3912.16
1050150,Sexy Miss,Not current E.A.; former unknown,2019-04-20,17.99,38.0546,14,14,15,1219,,-1,38.0546,-1,,-1,1799,1120,"$20,148.80",14104.16
1112690,Coffin Rot Brewing Co.,Not current E.A.; former unknown,2020-03-13,9.99,65.9272,14,19,2,113,,12848,65.9272,-1,,0.60417,999,1120,"$11,188.80",7832.16
1115660,Apollo 11 VR HD: First Steps,Not current E.A.; former unknown,2019-07-25,0,42.0364,14,14,22,167,,-1,42.0364,-1,,-1,0,1120,$0.00,0
1141990,Elite Escape,Not current E.A.; former unknown,2019-10-18,3.99,57.9636,14,14,2,59,,-1,57.9636,-1,,0.427213,399,1120,"$4,468.80",3128.16
586830,Mighty Monster Mayhem,Not current E.A.; former unknown,2017-04-20,14.99,57.9636,14,21,14,206,27149,-1,57.9636,-1,,0.427213,1499,1120,"$16,788.80",11752.16
589150,Viking Rage,Not current E.A.; former unknown,2017-04-28,8.99,53.9818,14,27,9,338,16003,-1,53.9818,-1,,0.302085,899,1120,"$10,068.80",7048.16
593400,Float Gallery,Not current E.A.; former unknown,2017-07-19,0,53.9818,14,14,8,201,14959,-1,53.9818,-1,,0.302085,0,1120,$0.00,0
600190,Ski Jump VR,Current E.A.,2017-06-08,4.99,53.9818,14,14,3,122,26827,-1,53.9818,-1,,0.302085,499,1120,"$5,588.80",3912.16
608190,Frontier VR,Not current E.A.; former unknown,2017-03-17,4.99,50,14,15,45,134,23014,-1,50,-1,,-1,499,1120,"$5,588.80",3912.16
612600,Drone Fighters,Current E.A.,2017-04-21,4.99,77.8726,14,15,27,202,14486,-1,77.8726,-1,,0.799242,499,1120,"$5,588.80",3912.16
636950,MarksmanVR,Former E.A.,2017-09-19,9.99,69.909,14,18,3,176,,-1,69.909,-1,,0.675483,999,1120,"$11,188.80",7832.16
646360,El Ministerio del Tiempo VR: El tiempo en tus manos,Not current E.A.; former unknown,2017-09-29,0,65.9272,14,14,3,86,16299,-1,65.9272,-1,,0.60417,0,1120,$0.00,0
649460,Space Panic: Room Escape (VR),Not current E.A.; former unknown,2017-06-22,6.99,50,14,14,3,159,23058,-1,50,-1,,-1,699,1120,"$7,828.80",5480.16
662780,Crystal Reign,Current E.A.,2017-11-07,0,65.9272,14,14,2,47,8985,-1,65.9272,-1,,0.60417,0,1120,$0.00,0
662950,CloudCity VR,Not current E.A.; former unknown,2017-07-13,11.99,22.1274,14,15,2,380,,-1,22.1274,-1,,-1,1199,1120,"$13,428.80",9400.16
667780,Rosebaker's Icy Treats - The VR Iceman Sim,Not current E.A.; former unknown,2018-02-01,5.99,69.909,14,24,2,67,16880,-1,69.909,-1,,0.675483,599,1120,"$6,708.80",4696.16
673830,VR STOCK CAR RACERS,Not current E.A.; former unknown,2017-12-11,11.99,50,14,14,4,144,,11040,50,-1,,-1,1199,1120,"$13,428.80",9400.16
677190,HATCHICK,Not current E.A.; former unknown,2018-04-18,14.99,69.909,14,14,1,-1,,-1,69.909,-1,,0.675483,1499,1120,"$16,788.80",11752.16
680780,DEATH TRAIN - Warning: Unsafe VR Experience,Not current E.A.; former unknown,2017-09-21,9.99,50,14,24,215,155,10020,-1,50,-1,,-1,999,1120,"$11,188.80",7832.16
681550,Maze Run VR,Current E.A.,2017-09-02,4.99,53.9818,14,21,2,171,11995,13710,53.9818,-1,,0.302085,499,1120,"$5,588.80",3912.16
687320,MINE!,Not current E.A.; former unknown,2017-09-05,0,57.9636,14,14,3,47,15981,-1,57.9636,-1,,0.427213,0,1120,$0.00,0
696500,Soldiers Of Freedom,Not current E.A.; former unknown,2017-09-08,3.99,26.1092,14,15,3,1155,,-1,26.1092,-1,,-1,399,1120,"$4,468.80",3128.16
697020,Until None Remain: Battle Royale VR,Former E.A.,2018-01-18,0,42.0364,14,19,15,635,15353,-1,42.0364,-1,,-1,0,1120,$0.00,0
757060,DoubleTap,Current E.A.,2017-12-17,4.99,53.9818,14,14,3,74,,-1,53.9818,-1,,0.302085,499,1120,"$5,588.80",3912.16
762380,World Apart,Current E.A.,2018-01-19,3.99,50,14,15,4,233,28108,-1,50,-1,,-1,399,1120,"$4,468.80",3128.16
773930,Coaster,Not current E.A.; former unknown,2018-01-19,4.99,65.9272,14,15,23,100,26688,-1,65.9272,-1,,0.60417,499,1120,"$5,588.80",3912.16
1153890,Trailing Girl,Not current E.A.; former unknown,2019-11-17,6.99,22.1274,14,14,2,363,,-1,22.1274,-1,,-1,699,1120,"$7,828.80",5480.16
1184550,TERMINAL VR,Current E.A.,2019-12-17,14.99,57.9636,14,15,1,172,,-1,57.9636,-1,,0.427213,1499,1120,"$16,788.80",11752.16
1188990,WREST,Not current E.A.; former unknown,2020-07-28,19.99,61.9454,14,17,5,255,,-1,61.9454,-1,,0.523227,1999,1120,"$22,388.80",15672.16
1194790,Kessler Effect,Not current E.A.; former unknown,2020-03-25,4.99,50,14,14,1,166,,-1,50,-1,,-1,499,1120,"$5,588.80",3912.16
1198810,Wolf and Pigs,Not current E.A.; former unknown,2020-05-13,19.99,77.8726,14,17,2,88,,-1,77.8726,-1,,0.799242,1999,1120,"$22,388.80",15672.16
1309290,Shadow of Valhalla,Current E.A.,2020-08-20,19.99,65.9272,14,25,3,374,,-1,65.9272,-1,,0.60417,1999,1120,"$22,388.80",15672.16
1342480,Hard Night VR,Not current E.A.; former unknown,2020-07-04,9.99,65.9272,14,19,3,121,,-1,65.9272,-1,,0.60417,999,1120,"$11,188.80",7832.16
1434890,Portable Farm,Not current E.A.; former unknown,2020-11-02,4.99,77.8726,14,17,3,79,,10151,77.8726,-1,,0.799242,499,1120,"$5,588.80",3912.16
1232430,Counter Fight 4,Not current E.A.; former unknown,2020-02-19,9.99,60.5416,13,13,3,85,28546,9687,60.5416,-1,,0.491523,999,1040,"$10,389.60",7272.72
1275250,Trump and Virus,Not current E.A.; former unknown,2020-05-12,2.99,60.5416,13,15,-1,70,,-1,60.5416,-1,,0.491523,299,1040,"$3,109.60",2176.72
1295670,My Strong Horse,Not current E.A.; former unknown,2020-06-01,0,68.9749,13,13,1,61,,-1,68.9749,-1,,0.659447,0,1040,$0.00,0
1308040,Agence,Not current E.A.; former unknown,2020-09-28,2.99,52.1083,13,15,3,111,,14429,52.1083,-1,,0.219816,299,1040,"$3,109.60",2176.72
1308650,Axegend：Episode I,Not current E.A.; former unknown,2020-06-16,0,56.325,13,13,6,88,,-1,56.325,-1,,0.380732,0,1040,$0.00,0
1335440,Tyrgard Archer VR,Not current E.A.; former unknown,2020-07-03,1.99,64.7583,13,15,2,100,,13718,64.7583,-1,,0.581577,199,1040,"$2,069.60",1448.72
1437030,Silent Mansion : Summoner VR  Part2,Not current E.A.; former unknown,2020-12-04,6.99,68.9749,13,15,2,124,,3721,68.9749,-1,,0.659447,699,1040,"$7,269.60",5088.72
799730,Guard of Wonderland VR,Not current E.A.; former unknown,2018-04-17,14.99,56.325,13,17,3,122,12267,-1,56.325,-1,,0.380732,1499,1040,"$15,589.60",10912.72
814700,Larkin building by Frank Lloyd Wright,Not current E.A.; former unknown,2018-05-26,0,52.1083,13,13,6,-1,16485,-1,52.1083,-1,,0.219816,0,1040,$0.00,0
828320,Grid Clash VR,Current E.A.,2019-09-04,8.99,56.325,13,16,2,80,,-1,56.325,-1,,0.380732,899,1040,"$9,349.60",6544.72
836610,Jigsaw 360,Not current E.A.; former unknown,2018-12-07,1.49,68.9749,13,22,4,54,,9951,68.9749,-1,,0.659447,149,1040,"$1,549.60",1084.72
845330,Sign Here: _________,Not current E.A.; former unknown,2018-05-03,0.99,39.4584,13,18,2,91,16236,-1,39.4584,-1,,-1,99,1040,"$1,029.60",720.72
847790,Indentured Servant,Not current E.A.; former unknown,2018-06-08,0,77.4082,13,13,2,27,17322,-1,77.4082,-1,,0.792556,0,1040,$0.00,0
862520,Lucky Night: Poker Games,Not current E.A.; former unknown,2018-08-07,0.99,22.5918,13,16,4,332,,-1,22.5918,-1,,-1,99,1040,"$1,029.60",720.72
871270,Wild West VR,Not current E.A.; former unknown,2018-06-15,0,52.1083,13,13,20,91,30988,-1,52.1083,-1,,0.219816,0,1040,$0.00,0
872630,Project VR Wild Hunt,Former E.A.,2019-09-08,1.99,22.5918,13,18,24,63,,-1,22.5918,-1,,-1,199,1040,"$2,069.60",1448.72
875540,Virtual telescope,Current E.A.,2018-07-16,4.99,52.1083,13,15,3,249,,-1,52.1083,-1,,0.219816,499,1040,"$5,189.60",3632.72
944100,The Poisoner (Prelude),Not current E.A.; former unknown,2018-10-10,0.99,56.325,13,21,3,141,,14768,56.325,-1,,0.380732,99,1040,"$1,029.60",720.72
946340,LOST CAVE,Current E.A.,2018-11-30,19.99,68.9749,13,18,2,412,,-1,68.9749,-1,,0.659447,1999,1040,"$20,789.60",14552.72
958790,Big Breezy Boat - Relaxing Sailing,Not current E.A.; former unknown,2018-10-23,9.99,52.1083,13,21,5,191,,-1,52.1083,-1,,0.219816,999,1040,"$10,389.60",7272.72
983840,HUNTING SIMULATOR VR,Not current E.A.; former unknown,2018-12-14,4.99,39.4584,13,16,3,72,,-1,39.4584,-1,,-1,499,1040,"$5,189.60",3632.72
991480,Santa Simulator,Not current E.A.; former unknown,2018-12-07,6.99,64.7583,13,14,58,64,18977,-1,64.7583,-1,,0.581577,699,1040,"$7,269.60",5088.72
995000,Escape Legacy VR,Not current E.A.; former unknown,2018-12-20,9.99,56.325,13,18,5,212,26021,-1,56.325,-1,,0.380732,999,1040,"$10,389.60",7272.72
1030240,Dino Tour VR,Not current E.A.; former unknown,2019-02-26,0,39.4584,13,13,9,82,,-1,39.4584,-1,,-1,0,1040,$0.00,0
1033210,Winter Fury: The Longest Road,Former E.A.,2019-12-18,19.99,64.7583,13,20,3,435,,11466,64.7583,-1,,0.581577,1999,1040,"$20,789.60",14552.72
1035550,Galaxy Forces VR,Not current E.A.; former unknown,2019-08-30,0,68.9749,13,13,2,39,,-1,68.9749,-1,,0.659447,0,1040,$0.00,0
1049570,Bloodstream,Current E.A.,2019-08-07,0.99,56.325,13,15,3,68,,-1,56.325,-1,,0.380732,99,1040,"$1,029.60",720.72
1058490,Hobo Living VR,Current E.A.,2020-04-04,9.99,26.8085,13,13,1,153,,11765,26.8085,-1,,-1,999,1040,"$10,389.60",7272.72
1058750,无奇刀 Wookie's Blade,Former E.A.,2019-09-26,5.99,68.9749,13,13,2,242,,-1,68.9749,-1,,0.659447,599,1040,"$6,229.60",4360.72
1063850,Jinxed,Not current E.A.; former unknown,2019-05-12,1.99,47.8917,13,13,2,48,,-1,47.8917,-1,,-1,199,1040,"$2,069.60",1448.72
1084050,Legends of Catalonia: The Land of Barcelona,Not current E.A.; former unknown,2019-05-29,0,43.675,13,13,5,74,,-1,43.675,-1,,-1,0,1040,$0.00,0
1104620,The Lost VR,Not current E.A.; former unknown,2019-09-05,14.99,68.9749,13,20,2,126,,13349,68.9749,-1,,0.659447,1499,1040,"$15,589.60",10912.72
431370,Diorama No.3 : The Marchland,Not current E.A.; former unknown,2016-04-05,2.99,60.5416,13,17,3,122,21157,-1,60.5416,-1,,0.491523,299,1040,"$3,109.60",2176.72
444550,Void 21,Not current E.A.; former unknown,2016-04-04,4.99,56.325,13,30,6,386,21948,-1,56.325,-1,,0.380732,499,1040,"$5,189.60",3632.72
450630,Woeful Woebots,Former E.A.,2018-08-31,4.99,52.1083,13,19,3,-1,25030,-1,52.1083,-1,,0.219816,499,1040,"$5,189.60",3632.72
455190,Domain Defense VR,Not current E.A.; former unknown,2017-05-11,1.99,60.5416,13,15,4,75,16396,-1,60.5416,-1,,0.491523,199,1040,"$2,069.60",1448.72
470490,RollerGirls From Beyond,Former E.A.,2016-09-08,7.99,52.1083,13,16,2,-1,,-1,52.1083,-1,,0.219816,799,1040,"$8,309.60",5816.72
494780,MageWorks,Former E.A.,2019-03-28,4.99,47.8917,13,16,4,215,,-1,47.8917,-1,,-1,499,1040,"$5,189.60",3632.72
495830,Endless Labyrinth,Not current E.A.; former unknown,2016-08-08,0.99,56.325,13,13,2,142,20179,14516,56.325,-1,,0.380732,99,1040,"$1,029.60",720.72
510080,Worldy Cup,Current E.A.,2016-08-10,4.99,52.1083,13,19,3,310,22303,-1,52.1083,-1,,0.219816,499,1040,"$5,189.60",3632.72
510990,LooWarVR,Not current E.A.; former unknown,2016-08-11,3.99,68.9749,13,13,18,116,22843,14063,68.9749,-1,,0.659447,399,1040,"$4,149.60",2904.72
517970,CRANGA!: Harbor Frenzy,Not current E.A.; former unknown,2016-12-06,3.99,68.9749,13,20,3,136,24578,-1,68.9749,-1,,0.659447,399,1040,"$4,149.60",2904.72
519160,Toon Ocean VR,Not current E.A.; former unknown,2016-08-27,4.99,52.1083,13,13,4,209,,-1,52.1083,-1,,0.219816,499,1040,"$5,189.60",3632.72
520120,Vanguard V,Current E.A.,2017-05-31,14.99,52.1083,13,15,2,253,,13060,52.1083,-1,,0.219816,1499,1040,"$15,589.60",10912.72
520750,DWVR,Former E.A.,2017-09-26,14.99,68.9749,13,18,3,337,27249,-1,68.9749,-1,,0.659447,1499,1040,"$15,589.60",10912.72
548360,VR RunningJoe,Not current E.A.; former unknown,2016-10-31,4.99,56.325,13,13,4,159,,-1,56.325,-1,,0.380732,499,1040,"$5,189.60",3632.72
551320,Lord Darydikilkil,Not current E.A.; former unknown,2016-11-03,1.99,56.325,13,14,1,70,24758,-1,56.325,-1,,0.380732,199,1040,"$2,069.60",1448.72
551750,Survival VR,Not current E.A.; former unknown,2016-11-27,0.99,60.5416,13,15,43,187,,13616,60.5416,-1,,0.491523,99,1040,"$1,029.60",720.72
566900,Wacky Wings VR,Not current E.A.; former unknown,2017-01-16,0.99,77.4082,13,21,3,84,12826,13618,77.4082,-1,,0.792556,99,1040,"$1,029.60",720.72
569370,Bitdude,Former E.A.,2017-05-16,0,64.7583,13,13,6,235,13541,-1,64.7583,-1,,0.581577,0,1040,$0.00,0
577270,VR Aquarium -雅-,Not current E.A.; former unknown,2017-01-11,4.99,77.4082,13,13,3,114,,-1,77.4082,-1,,0.792556,499,1040,"$5,189.60",3632.72
579080,Snow Games VR,Not current E.A.; former unknown,2017-02-01,0,39.4584,13,13,4,68,14864,-1,39.4584,-1,,-1,0,1040,$0.00,0
583060,The Cavern,Not current E.A.; former unknown,2017-10-24,12.99,43.675,13,15,3,557,16128,-1,43.675,-1,,-1,1299,1040,"$13,509.60",9456.72
590530,World Builder,Not current E.A.; former unknown,2017-03-14,9.99,60.5416,13,19,7,537,,-1,60.5416,-1,,0.491523,999,1040,"$10,389.60",7272.72
598720,Country of One,Current E.A.,2017-05-30,8.99,52.1083,13,21,3,496,,-1,52.1083,-1,,0.219816,899,1040,"$9,349.60",6544.72
609010,Mech League Boxing,Former E.A.,2018-01-10,8.99,60.5416,13,15,5,182,28581,-1,60.5416,-1,,0.491523,899,1040,"$9,349.60",6544.72
618500,Hailstorm VR,Current E.A.,2017-09-15,9.99,56.325,13,18,5,583,,-1,56.325,-1,,0.380732,999,1040,"$10,389.60",7272.72
621780,Virtually Impossible,Not current E.A.; former unknown,2017-04-13,9.99,52.1083,13,16,8,-1,24571,-1,52.1083,-1,,0.219816,999,1040,"$10,389.60",7272.72
623570,PingBall VR,Not current E.A.; former unknown,2017-04-12,4.99,52.1083,13,16,3,86,,14316,52.1083,-1,,0.219816,499,1040,"$5,189.60",3632.72
637040,RoadkillerZ,Current E.A.,2017-05-29,3.99,31.0251,13,15,2,-1,,-1,31.0251,-1,,-1,399,1040,"$4,149.60",2904.72
642700,The Murder Room VR,Not current E.A.; former unknown,2017-05-31,10.99,43.675,13,13,3,61,24913,-1,43.675,-1,,-1,1099,1040,"$11,429.60",8000.72
660570,Million Arthur VR: Character Command RPG,Not current E.A.; former unknown,2017-10-12,16.99,52.1083,13,13,4,285,,-1,52.1083,-1,,0.219816,1699,1040,"$17,669.60",12368.72
667770,Nano Shift,Former E.A.,2017-11-08,14.99,56.325,13,22,5,219,27317,9668,56.325,-1,,0.380732,1499,1040,"$15,589.60",10912.72
675510,Kingdom City Drowning Episode 1 - The Champion,Not current E.A.; former unknown,2017-08-30,4.99,35.2417,13,17,2,164,22312,-1,35.2417,-1,,-1,499,1040,"$5,189.60",3632.72
678060,Super Ultra Monster Smash!,Not current E.A.; former unknown,2017-08-07,0.99,43.675,13,31,3,107,9856,-1,43.675,-1,,-1,99,1040,"$1,029.60",720.72
679620,Rollercoaster Xperience,Not current E.A.; former unknown,2017-08-23,2.99,47.8917,13,17,4,82,27002,-1,47.8917,-1,,-1,299,1040,"$3,109.60",2176.72
686950,AESCULAP® OrthoPilot®Elite VR Palpation,Not current E.A.; former unknown,2017-09-18,0,60.5416,13,13,6,143,15388,-1,60.5416,-1,,0.491523,0,1040,$0.00,0
693790,Crypt Hunter,Current E.A.,2017-09-14,9.99,43.675,13,25,3,120,15117,-1,43.675,-1,,-1,999,1040,"$10,389.60",7272.72
713060,The Beanstalk,Not current E.A.; former unknown,2018-01-25,0,56.325,13,13,10,115,16453,-1,56.325,-1,,0.380732,0,1040,$0.00,0
727100,Orch Star,Former E.A.,2018-08-15,14.99,60.5416,13,31,3,521,25915,-1,60.5416,-1,,0.491523,1499,1040,"$15,589.60",10912.72
727800,Voxel Tank VR,Not current E.A.; former unknown,2017-10-23,4.99,47.8917,13,13,2,198,26665,-1,47.8917,-1,,-1,499,1040,"$5,189.60",3632.72
744600,Balloonatics,Current E.A.,2018-02-13,9.99,68.9749,13,21,7,-1,,-1,68.9749,-1,,0.659447,999,1040,"$10,389.60",7272.72
753920,Battle for the last chicken,Not current E.A.; former unknown,2017-12-19,4.99,39.4584,13,14,6,778,25522,-1,39.4584,-1,,-1,499,1040,"$5,189.60",3632.72
786390,Purgatory Fell,Not current E.A.; former unknown,2018-03-30,7.99,60.5416,13,13,2,82,,-1,60.5416,-1,,0.491523,799,1040,"$8,309.60",5816.72
786710,ECHOES OF WAR: The Last Heartbeat,Not current E.A.; former unknown,2018-08-01,6.99,64.7583,13,16,3,80,,-1,64.7583,-1,,0.581577,699,1040,"$7,269.60",5088.72
793880,MIRAGE,Not current E.A.; former unknown,2018-06-21,4.99,68.9749,13,101,26,-1,30989,7783,68.9749,-1,,0.659447,499,1040,"$5,189.60",3632.72
588990,The Homestead Invasion,Current E.A.,2018-01-10,8.99,63.4493,12,18,2,327,,-1,63.4493,-1,,0.555187,899,960,"$8,630.40",6041.28
593250,Voxel Shot VR,Not current E.A.; former unknown,2017-05-19,12.99,76.8985,12,16,9,167,26032,-1,76.8985,-1,,0.785153,1299,960,"$12,470.40",8729.28
